K,C
2.64074e+09,8.34413e-27
2.65088e+09,8.26451e-27
2.66107e+09,8.18566e-27
2.67129e+09,8.10755e-27
2.68156e+09,8.03019e-27
2.69186e+09,7.95357e-27
2.7022e+09,7.87768e-27
2.71259e+09,7.80252e-27
2.72301e+09,7.72807e-27
2.73347e+09,7.65433e-27
2.74397e+09,7.5813e-27
2.75452e+09,7.50896e-27
2.7651e+09,7.43731e-27
2.77572e+09,7.36635e-27
2.78639e+09,7.29606e-27
2.7971e+09,7.22645e-27
2.80784e+09,7.1575e-27
2.81863e+09,7.0892e-27
2.82946e+09,7.02156e-27
2.84033e+09,6.95456e-27
2.85125e+09,6.88821e-27
2.8622e+09,6.82248e-27
2.8732e+09,6.75738e-27
2.88424e+09,6.69291e-27
2.89532e+09,6.62905e-27
2.90645e+09,6.5658e-27
2.91761e+09,6.50315e-27
2.92882e+09,6.4411e-27
2.94008e+09,6.37964e-27
2.95137e+09,6.31877e-27
2.96271e+09,6.25848e-27
2.9741e+09,6.19876e-27
2.98553e+09,6.13961e-27
2.997e+09,6.08103e-27
3.00851e+09,6.02301e-27
3.02007e+09,5.96554e-27
3.03168e+09,5.90862e-27
3.04333e+09,5.85224e-27
3.05502e+09,5.7964e-27
3.06676e+09,5.7411e-27
3.07854e+09,5.68632e-27
3.09037e+09,5.63206e-27
3.10224e+09,5.57832e-27
3.11416e+09,5.5251e-27
3.12613e+09,5.47238e-27
3.13814e+09,5.42016e-27
3.1502e+09,5.36845e-27
3.1623e+09,5.31722e-27
3.17445e+09,5.26649e-27
3.18665e+09,5.21624e-27
3.19889e+09,5.16647e-27
3.21118e+09,5.11717e-27
3.22352e+09,5.06835e-27
3.23591e+09,5.01999e-27
3.24834e+09,4.97209e-27
3.26082e+09,4.92465e-27
3.27335e+09,4.87766e-27
3.28593e+09,4.83112e-27
3.29856e+09,4.78502e-27
3.31123e+09,4.73936e-27
3.32395e+09,4.69414e-27
3.33672e+09,4.64935e-27
3.34954e+09,4.60499e-27
3.36241e+09,4.56105e-27
3.37533e+09,4.51753e-27
3.3883e+09,4.47443e-27
3.40132e+09,4.43173e-27
3.41439e+09,4.38945e-27
3.42751e+09,4.34757e-27
3.44068e+09,4.30608e-27
3.4539e+09,4.265e-27
3.46717e+09,4.2243e-27
3.48049e+09,4.184e-27
3.49387e+09,4.14407e-27
3.50729e+09,4.10453e-27
3.52077e+09,4.06537e-27
3.53429e+09,4.02658e-27
3.54787e+09,3.98816e-27
3.56151e+09,3.95011e-27
3.57519e+09,3.91242e-27
3.58893e+09,3.87509e-27
3.60272e+09,3.83811e-27
3.61656e+09,3.80149e-27
3.63046e+09,3.76522e-27
3.64441e+09,3.72929e-27
3.65841e+09,3.69371e-27
3.67247e+09,3.65846e-27
3.68658e+09,3.62356e-27
3.70074e+09,3.58898e-27
3.71496e+09,3.55474e-27
3.72924e+09,3.52082e-27
3.74356e+09,3.48723e-27
3.75795e+09,3.45395e-27
3.77239e+09,3.421e-27
3.78688e+09,3.38835e-27
3.80143e+09,3.35602e-27
3.81604e+09,3.324e-27
3.8307e+09,3.29229e-27
3.84542e+09,3.26087e-27
3.8602e+09,3.22976e-27
3.87503e+09,3.19894e-27
3.88992e+09,3.16842e-27
3.90486e+09,3.13819e-27
3.91987e+09,3.10824e-27
3.93493e+09,3.07859e-27
3.95005e+09,3.04921e-27
3.96522e+09,3.02012e-27
3.98046e+09,2.9913e-27
3.99575e+09,2.96276e-27
4.01111e+09,2.93449e-27
4.02652e+09,2.90649e-27
4.04199e+09,2.87876e-27
4.05752e+09,2.85129e-27
4.07311e+09,2.82408e-27
4.08876e+09,2.79714e-27
4.10447e+09,2.77045e-27
4.12024e+09,2.74401e-27
4.13607e+09,2.71783e-27
4.15197e+09,2.6919e-27
4.16792e+09,2.66622e-27
4.18393e+09,2.64078e-27
4.20001e+09,2.61558e-27
4.21615e+09,2.59062e-27
4.23235e+09,2.5659e-27
4.24861e+09,2.54142e-27
4.26493e+09,2.51717e-27
4.28132e+09,2.49315e-27
4.29777e+09,2.46936e-27
4.31428e+09,2.4458e-27
4.33086e+09,2.42247e-27
4.3475e+09,2.39935e-27
4.36421e+09,2.37646e-27
4.38097e+09,2.35378e-27
4.39781e+09,2.33132e-27
4.41471e+09,2.30908e-27
4.43167e+09,2.28705e-27
4.4487e+09,2.26523e-27
4.46579e+09,2.24361e-27
4.48295e+09,2.2222e-27
4.50017e+09,2.201e-27
4.51746e+09,2.18e-27
4.53482e+09,2.1592e-27
4.55225e+09,2.1386e-27
4.56974e+09,2.11819e-27
4.5873e+09,2.09798e-27
4.60492e+09,2.07796e-27
4.62261e+09,2.05814e-27
4.64038e+09,2.0385e-27
4.65821e+09,2.01905e-27
4.6761e+09,1.99978e-27
4.69407e+09,1.9807e-27
4.71211e+09,1.9618e-27
4.73021e+09,1.94308e-27
4.74839e+09,1.92454e-27
4.76663e+09,1.90618e-27
4.78495e+09,1.88799e-27
4.80333e+09,1.86998e-27
4.82179e+09,1.85214e-27
4.84032e+09,1.83446e-27
4.85891e+09,1.81696e-27
4.87758e+09,1.79962e-27
4.89632e+09,1.78245e-27
4.91514e+09,1.76544e-27
4.93402e+09,1.7486e-27
4.95298e+09,1.73192e-27
4.97201e+09,1.71539e-27
4.99112e+09,1.69902e-27
5.01029e+09,1.68281e-27
5.02954e+09,1.66675e-27
5.04887e+09,1.65085e-27
5.06827e+09,1.6351e-27
5.08774e+09,1.6195e-27
5.10729e+09,1.60405e-27
5.12692e+09,1.58874e-27
5.14661e+09,1.57358e-27
5.16639e+09,1.55857e-27
5.18624e+09,1.5437e-27
5.20617e+09,1.52897e-27
5.22617e+09,1.51438e-27
5.24625e+09,1.49993e-27
5.26641e+09,1.48562e-27
5.28664e+09,1.47144e-27
5.30696e+09,1.4574e-27
5.32735e+09,1.4435e-27
5.34782e+09,1.42972e-27
5.36837e+09,1.41608e-27
5.38899e+09,1.40257e-27
5.4097e+09,1.38919e-27
5.43048e+09,1.37593e-27
5.45135e+09,1.3628e-27
5.4723e+09,1.3498e-27
5.49332e+09,1.33692e-27
5.51443e+09,1.32416e-27
5.53562e+09,1.31153e-27
5.55689e+09,1.29902e-27
5.57824e+09,1.28662e-27
5.59967e+09,1.27434e-27
5.62119e+09,1.26218e-27
5.64279e+09,1.25014e-27
5.66447e+09,1.23821e-27
5.68623e+09,1.2264e-27
5.70808e+09,1.2147e-27
5.73001e+09,1.20311e-27
5.75203e+09,1.19163e-27
5.77413e+09,1.18026e-27
5.79632e+09,1.169e-27
5.81859e+09,1.15784e-27
5.84094e+09,1.14679e-27
5.86339e+09,1.13585e-27
5.88592e+09,1.12501e-27
5.90853e+09,1.11428e-27
5.93123e+09,1.10365e-27
5.95402e+09,1.09312e-27
5.9769e+09,1.08269e-27
5.99987e+09,1.07236e-27
6.02292e+09,1.06212e-27
6.04606e+09,1.05199e-27
6.06929e+09,1.04195e-27
6.09261e+09,1.03201e-27
6.11602e+09,1.02216e-27
6.13952e+09,1.01241e-27
6.16311e+09,1.00275e-27
6.18679e+09,9.93183e-28
6.21056e+09,9.83707e-28
6.23443e+09,9.74321e-28
6.25838e+09,9.65024e-28
6.28243e+09,9.55816e-28
6.30657e+09,9.46696e-28
6.3308e+09,9.37663e-28
6.35512e+09,9.28716e-28
6.37954e+09,9.19855e-28
6.40405e+09,9.11078e-28
6.42866e+09,9.02385e-28
6.45336e+09,8.93775e-28
6.47816e+09,8.85247e-28
6.50305e+09,8.768e-28
6.52804e+09,8.68434e-28
6.55312e+09,8.60148e-28
6.5783e+09,8.51941e-28
6.60357e+09,8.43812e-28
6.62895e+09,8.35761e-28
6.65442e+09,8.27786e-28
6.67999e+09,8.19888e-28
6.70565e+09,8.12065e-28
6.73142e+09,8.04316e-28
6.75728e+09,7.96642e-28
6.78325e+09,7.89041e-28
6.80931e+09,7.81512e-28
6.83547e+09,7.74055e-28
6.86174e+09,7.6667e-28
6.8881e+09,7.59354e-28
6.91457e+09,7.52109e-28
6.94114e+09,7.44933e-28
6.96781e+09,7.37825e-28
6.99458e+09,7.30785e-28
7.02145e+09,7.23812e-28
7.04843e+09,7.16906e-28
7.07551e+09,7.10065e-28
7.1027e+09,7.0329e-28
7.12999e+09,6.9658e-28
7.15739e+09,6.89933e-28
7.18489e+09,6.8335e-28
7.21249e+09,6.7683e-28
7.24021e+09,6.70372e-28
7.26803e+09,6.63975e-28
7.29595e+09,6.5764e-28
7.32399e+09,6.51365e-28
7.35213e+09,6.4515e-28
7.38038e+09,6.38994e-28
7.40873e+09,6.32897e-28
7.4372e+09,6.26859e-28
7.46578e+09,6.20877e-28
7.49446e+09,6.14953e-28
7.52326e+09,6.09086e-28
7.55217e+09,6.03274e-28
7.58118e+09,5.97518e-28
7.61031e+09,5.91816e-28
7.63955e+09,5.8617e-28
7.66891e+09,5.80577e-28
7.69837e+09,5.75037e-28
7.72795e+09,5.6955e-28
7.75765e+09,5.64116e-28
7.78745e+09,5.58733e-28
7.81738e+09,5.53402e-28
7.84741e+09,5.48122e-28
7.87756e+09,5.42892e-28
7.90783e+09,5.37712e-28
7.93822e+09,5.32581e-28
7.96872e+09,5.275e-28
7.99934e+09,5.22466e-28
8.03007e+09,5.17481e-28
8.06093e+09,5.12544e-28
8.0919e+09,5.07653e-28
8.12299e+09,5.02809e-28
8.1542e+09,4.98012e-28
8.18553e+09,4.9326e-28
8.21698e+09,4.88554e-28
8.24856e+09,4.83892e-28
8.28025e+09,4.79275e-28
8.31207e+09,4.74702e-28
8.344e+09,4.70172e-28
8.37606e+09,4.65686e-28
8.40825e+09,4.61243e-28
8.44055e+09,4.56842e-28
8.47298e+09,4.52483e-28
8.50554e+09,4.48165e-28
8.53822e+09,4.43889e-28
8.57103e+09,4.39654e-28
8.60396e+09,4.35459e-28
8.63702e+09,4.31304e-28
8.67021e+09,4.27189e-28
8.70352e+09,4.23113e-28
8.73696e+09,4.19075e-28
8.77053e+09,4.15077e-28
8.80423e+09,4.11116e-28
8.83806e+09,4.07194e-28
8.87202e+09,4.03308e-28
8.90611e+09,3.9946e-28
8.94033e+09,3.95649e-28
8.97468e+09,3.91874e-28
9.00916e+09,3.88134e-28
9.04378e+09,3.84431e-28
9.07853e+09,3.80763e-28
9.11341e+09,3.7713e-28
9.14843e+09,3.73532e-28
9.18358e+09,3.69967e-28
9.21886e+09,3.66437e-28
9.25429e+09,3.62941e-28
9.28984e+09,3.59478e-28
9.32554e+09,3.56048e-28
9.36137e+09,3.52651e-28
9.39734e+09,3.49286e-28
9.43345e+09,3.45953e-28
9.46969e+09,3.42652e-28
9.50608e+09,3.39383e-28
9.5426e+09,3.36145e-28
9.57927e+09,3.32937e-28
9.61608e+09,3.2976e-28
9.65302e+09,3.26614e-28
9.69011e+09,3.23498e-28
9.72735e+09,3.20411e-28
9.76472e+09,3.17354e-28
9.80224e+09,3.14326e-28
9.8399e+09,3.11326e-28
9.87771e+09,3.08356e-28
9.91567e+09,3.05414e-28
9.95376e+09,3.025e-28
9.99201e+09,2.99613e-28
1.00304e+10,2.96755e-28
1.00689e+10,2.93923e-28
1.01076e+10,2.91119e-28
1.01465e+10,2.88341e-28
1.01855e+10,2.8559e-28
1.02246e+10,2.82865e-28
1.02639e+10,2.80166e-28
1.03033e+10,2.77492e-28
1.03429e+10,2.74845e-28
1.03826e+10,2.72222e-28
1.04225e+10,2.69625e-28
1.04626e+10,2.67052e-28
1.05028e+10,2.64504e-28
1.05431e+10,2.6198e-28
1.05836e+10,2.59481e-28
1.06243e+10,2.57005e-28
1.06651e+10,2.54553e-28
1.07061e+10,2.52124e-28
1.07472e+10,2.49718e-28
1.07885e+10,2.47335e-28
1.083e+10,2.44975e-28
1.08716e+10,2.42638e-28
1.09134e+10,2.40323e-28
1.09553e+10,2.3803e-28
1.09974e+10,2.35759e-28
1.10397e+10,2.33509e-28
1.10821e+10,2.31281e-28
1.11247e+10,2.29074e-28
1.11674e+10,2.26888e-28
1.12103e+10,2.24724e-28
1.12534e+10,2.22579e-28
1.12966e+10,2.20456e-28
1.134e+10,2.18352e-28
1.13836e+10,2.16269e-28
1.14273e+10,2.14205e-28
1.14713e+10,2.12161e-28
1.15153e+10,2.10137e-28
1.15596e+10,2.08132e-28
1.1604e+10,2.06146e-28
1.16486e+10,2.04179e-28
1.16933e+10,2.02231e-28
1.17383e+10,2.00301e-28
1.17834e+10,1.9839e-28
1.18286e+10,1.96497e-28
1.18741e+10,1.94622e-28
1.19197e+10,1.92765e-28
1.19655e+10,1.90926e-28
1.20115e+10,1.89104e-28
1.20576e+10,1.873e-28
1.2104e+10,1.85513e-28
1.21505e+10,1.83743e-28
1.21972e+10,1.81989e-28
1.2244e+10,1.80253e-28
1.22911e+10,1.78533e-28
1.23383e+10,1.7683e-28
1.23857e+10,1.75142e-28
1.24333e+10,1.73471e-28
1.24811e+10,1.71816e-28
1.2529e+10,1.70177e-28
1.25772e+10,1.68553e-28
1.26255e+10,1.66945e-28
1.2674e+10,1.65352e-28
1.27227e+10,1.63774e-28
1.27716e+10,1.62211e-28
1.28207e+10,1.60664e-28
1.28699e+10,1.59131e-28
1.29194e+10,1.57612e-28
1.2969e+10,1.56108e-28
1.30188e+10,1.54619e-28
1.30689e+10,1.53144e-28
1.31191e+10,1.51682e-28
1.31695e+10,1.50235e-28
1.32201e+10,1.48802e-28
1.32709e+10,1.47382e-28
1.33219e+10,1.45976e-28
1.33731e+10,1.44583e-28
1.34244e+10,1.43203e-28
1.3476e+10,1.41837e-28
1.35278e+10,1.40483e-28
1.35798e+10,1.39143e-28
1.3632e+10,1.37815e-28
1.36843e+10,1.365e-28
1.37369e+10,1.35198e-28
1.37897e+10,1.33908e-28
1.38427e+10,1.3263e-28
1.38959e+10,1.31365e-28
1.39493e+10,1.30111e-28
1.40029e+10,1.2887e-28
1.40567e+10,1.2764e-28
1.41107e+10,1.26422e-28
1.41649e+10,1.25216e-28
1.42193e+10,1.24021e-28
1.4274e+10,1.22838e-28
1.43288e+10,1.21666e-28
1.43839e+10,1.20505e-28
1.44391e+10,1.19355e-28
1.44946e+10,1.18216e-28
1.45503e+10,1.17088e-28
1.46062e+10,1.15971e-28
1.46623e+10,1.14865e-28
1.47187e+10,1.13769e-28
1.47752e+10,1.12683e-28
1.4832e+10,1.11608e-28
1.4889e+10,1.10543e-28
1.49462e+10,1.09488e-28
1.50036e+10,1.08444e-28
1.50613e+10,1.07409e-28
1.51191e+10,1.06384e-28
1.51772e+10,1.05369e-28
1.52355e+10,1.04364e-28
1.52941e+10,1.03368e-28
1.53528e+10,1.02382e-28
1.54118e+10,1.01405e-28
1.5471e+10,1.00437e-28
1.55305e+10,9.94787e-29
1.55902e+10,9.85296e-29
1.56501e+10,9.75894e-29
1.57102e+10,9.66583e-29
1.57706e+10,9.5736e-29
1.58312e+10,9.48225e-29
1.5892e+10,9.39178e-29
1.5953e+10,9.30217e-29
1.60143e+10,9.21341e-29
1.60759e+10,9.1255e-29
1.61376e+10,9.03843e-29
1.61997e+10,8.95219e-29
1.62619e+10,8.86677e-29
1.63244e+10,8.78216e-29
1.63871e+10,8.69837e-29
1.64501e+10,8.61537e-29
1.65133e+10,8.53317e-29
1.65767e+10,8.45175e-29
1.66404e+10,8.37111e-29
1.67044e+10,8.29123e-29
1.67685e+10,8.21212e-29
1.6833e+10,8.13376e-29
1.68976e+10,8.05616e-29
1.69626e+10,7.97929e-29
1.70277e+10,7.90315e-29
1.70932e+10,7.82774e-29
1.71588e+10,7.75306e-29
1.72248e+10,7.67908e-29
1.7291e+10,7.60581e-29
1.73574e+10,7.53324e-29
1.74241e+10,7.46136e-29
1.7491e+10,7.39017e-29
1.75582e+10,7.31965e-29
1.76257e+10,7.24981e-29
1.76934e+10,7.18064e-29
1.77614e+10,7.11212e-29
1.78297e+10,7.04426e-29
1.78982e+10,6.97705e-29
1.79669e+10,6.91048e-29
1.8036e+10,6.84454e-29
1.81053e+10,6.77923e-29
1.81748e+10,6.71455e-29
1.82447e+10,6.65048e-29
1.83148e+10,6.58702e-29
1.83851e+10,6.52417e-29
1.84558e+10,6.46192e-29
1.85267e+10,6.40026e-29
1.85979e+10,6.3392e-29
1.86693e+10,6.27871e-29
1.87411e+10,6.2188e-29
1.88131e+10,6.15946e-29
1.88854e+10,6.10069e-29
1.89579e+10,6.04248e-29
1.90308e+10,5.98483e-29
1.91039e+10,5.92772e-29
1.91773e+10,5.87116e-29
1.9251e+10,5.81514e-29
1.9325e+10,5.75966e-29
1.93992e+10,5.7047e-29
1.94738e+10,5.65027e-29
1.95486e+10,5.59636e-29
1.96237e+10,5.54296e-29
1.96991e+10,5.49007e-29
1.97748e+10,5.43769e-29
1.98508e+10,5.3858e-29
1.9927e+10,5.33441e-29
2.00036e+10,5.28352e-29
2.00805e+10,5.2331e-29
2.01576e+10,5.18317e-29
2.02351e+10,5.13372e-29
2.03128e+10,5.08473e-29
2.03909e+10,5.03622e-29
2.04692e+10,4.98816e-29
2.05479e+10,4.94057e-29
2.06268e+10,4.89343e-29
2.07061e+10,4.84674e-29
2.07856e+10,4.80049e-29
2.08655e+10,4.75469e-29
2.09457e+10,4.70932e-29
2.10261e+10,4.66438e-29
2.11069e+10,4.61988e-29
2.1188e+10,4.5758e-29
2.12694e+10,4.53214e-29
2.13512e+10,4.48889e-29
2.14332e+10,4.44606e-29
2.15156e+10,4.40364e-29
2.15982e+10,4.36162e-29
2.16812e+10,4.32001e-29
2.17645e+10,4.27879e-29
2.18481e+10,4.23796e-29
2.19321e+10,4.19752e-29
2.20164e+10,4.15747e-29
2.2101e+10,4.1178e-29
2.21859e+10,4.07851e-29
2.22711e+10,4.0396e-29
2.23567e+10,4.00105e-29
2.24426e+10,3.96288e-29
2.25288e+10,3.92507e-29
2.26154e+10,3.88761e-29
2.27023e+10,3.85052e-29
2.27895e+10,3.81378e-29
2.28771e+10,3.77739e-29
2.2965e+10,3.74135e-29
2.30532e+10,3.70565e-29
2.31418e+10,3.67029e-29
2.32307e+10,3.63527e-29
2.332e+10,3.60059e-29
2.34096e+10,3.56623e-29
2.34995e+10,3.5322e-29
2.35898e+10,3.4985e-29
2.36805e+10,3.46512e-29
2.37714e+10,3.43206e-29
2.38628e+10,3.39931e-29
2.39545e+10,3.36687e-29
2.40465e+10,3.33475e-29
2.41389e+10,3.30293e-29
2.42317e+10,3.27142e-29
2.43248e+10,3.2402e-29
2.44182e+10,3.20928e-29
2.4512e+10,3.17866e-29
2.46062e+10,3.14833e-29
2.47008e+10,3.11829e-29
2.47957e+10,3.08854e-29
2.4891e+10,3.05907e-29
2.49866e+10,3.02988e-29
2.50826e+10,3.00097e-29
2.5179e+10,2.97234e-29
2.52757e+10,2.94398e-29
2.53728e+10,2.91589e-29
2.54703e+10,2.88807e-29
2.55682e+10,2.86051e-29
2.56664e+10,2.83321e-29
2.57651e+10,2.80618e-29
2.5864e+10,2.77941e-29
2.59634e+10,2.75289e-29
2.60632e+10,2.72662e-29
2.61633e+10,2.7006e-29
2.62639e+10,2.67484e-29
2.63648e+10,2.64931e-29
2.64661e+10,2.62403e-29
2.65678e+10,2.599e-29
2.66698e+10,2.5742e-29
2.67723e+10,2.54964e-29
2.68752e+10,2.52531e-29
2.69784e+10,2.50121e-29
2.70821e+10,2.47735e-29
2.71862e+10,2.45371e-29
2.72906e+10,2.4303e-29
2.73955e+10,2.40711e-29
2.75007e+10,2.38414e-29
2.76064e+10,2.36139e-29
2.77125e+10,2.33886e-29
2.7819e+10,2.31655e-29
2.79259e+10,2.29444e-29
2.80332e+10,2.27255e-29
2.81409e+10,2.25087e-29
2.8249e+10,2.22939e-29
2.83575e+10,2.20812e-29
2.84665e+10,2.18705e-29
2.85759e+10,2.16618e-29
2.86857e+10,2.14551e-29
2.87959e+10,2.12504e-29
2.89065e+10,2.10476e-29
2.90176e+10,2.08468e-29
2.91291e+10,2.06479e-29
2.9241e+10,2.04509e-29
2.93534e+10,2.02558e-29
2.94662e+10,2.00625e-29
2.95794e+10,1.98711e-29
2.9693e+10,1.96815e-29
2.98071e+10,1.94937e-29
2.99216e+10,1.93077e-29
3.00366e+10,1.91234e-29
3.0152e+10,1.8941e-29
3.02679e+10,1.87602e-29
3.03842e+10,1.85812e-29
3.05009e+10,1.84039e-29
3.06181e+10,1.82283e-29
3.07358e+10,1.80544e-29
3.08539e+10,1.78821e-29
3.09724e+10,1.77115e-29
3.10914e+10,1.75425e-29
3.12109e+10,1.73751e-29
3.13308e+10,1.72094e-29
3.14512e+10,1.70452e-29
3.1572e+10,1.68825e-29
3.16933e+10,1.67214e-29
3.18151e+10,1.65619e-29
3.19374e+10,1.64039e-29
3.20601e+10,1.62473e-29
3.21833e+10,1.60923e-29
3.23069e+10,1.59388e-29
3.2431e+10,1.57867e-29
3.25557e+10,1.56361e-29
3.26807e+10,1.54869e-29
3.28063e+10,1.53391e-29
3.29324e+10,1.51927e-29
3.30589e+10,1.50478e-29
3.31859e+10,1.49042e-29
3.33134e+10,1.4762e-29
3.34414e+10,1.46211e-29
3.35699e+10,1.44816e-29
3.36989e+10,1.43434e-29
3.38284e+10,1.42066e-29
3.39584e+10,1.4071e-29
3.40889e+10,1.39368e-29
3.42198e+10,1.38038e-29
3.43513e+10,1.36721e-29
3.44833e+10,1.35416e-29
3.46158e+10,1.34124e-29
3.47488e+10,1.32844e-29
3.48823e+10,1.31577e-29
3.50163e+10,1.30322e-29
3.51509e+10,1.29078e-29
3.5286e+10,1.27846e-29
3.54215e+10,1.26627e-29
3.55576e+10,1.25418e-29
3.56943e+10,1.24222e-29
3.58314e+10,1.23036e-29
3.59691e+10,1.21862e-29
3.61073e+10,1.207e-29
3.6246e+10,1.19548e-29
3.63853e+10,1.18407e-29
3.65251e+10,1.17278e-29
3.66654e+10,1.16159e-29
3.68063e+10,1.1505e-29
3.69477e+10,1.13952e-29
3.70897e+10,1.12865e-29
3.72322e+10,1.11788e-29
3.73753e+10,1.10722e-29
3.75189e+10,1.09665e-29
3.7663e+10,1.08619e-29
3.78078e+10,1.07582e-29
3.7953e+10,1.06556e-29
3.80988e+10,1.05539e-29
3.82452e+10,1.04532e-29
3.83922e+10,1.03535e-29
3.85397e+10,1.02547e-29
3.86878e+10,1.01568e-29
3.88364e+10,1.00599e-29
3.89857e+10,9.96394e-30
3.91354e+10,9.86887e-30
3.92858e+10,9.77471e-30
3.94368e+10,9.68144e-30
3.95883e+10,9.58906e-30
3.97404e+10,9.49757e-30
3.98931e+10,9.40695e-30
4.00464e+10,9.31719e-30
4.02003e+10,9.22829e-30
4.03547e+10,9.14024e-30
4.05098e+10,9.05302e-30
4.06654e+10,8.96664e-30
4.08217e+10,8.88109e-30
4.09785e+10,8.79635e-30
4.1136e+10,8.71242e-30
4.1294e+10,8.62929e-30
4.14527e+10,8.54695e-30
4.1612e+10,8.4654e-30
4.17719e+10,8.38463e-30
4.19324e+10,8.30462e-30
4.20935e+10,8.22539e-30
4.22552e+10,8.1469e-30
4.24176e+10,8.06917e-30
4.25806e+10,7.99218e-30
4.27442e+10,7.91592e-30
4.29084e+10,7.84039e-30
4.30733e+10,7.76558e-30
4.32388e+10,7.69148e-30
4.34049e+10,7.61809e-30
4.35717e+10,7.5454e-30
4.37391e+10,7.47341e-30
4.39072e+10,7.4021e-30
4.40759e+10,7.33147e-30
4.42452e+10,7.26152e-30
4.44152e+10,7.19223e-30
4.45859e+10,7.12361e-30
4.47572e+10,7.05564e-30
4.49292e+10,6.98832e-30
4.51018e+10,6.92164e-30
4.52751e+10,6.85559e-30
4.5449e+10,6.79018e-30
4.56237e+10,6.72539e-30
4.5799e+10,6.66122e-30
4.59749e+10,6.59766e-30
4.61516e+10,6.53471e-30
4.63289e+10,6.47236e-30
4.65069e+10,6.4106e-30
4.66856e+10,6.34944e-30
4.6865e+10,6.28885e-30
4.70451e+10,6.22885e-30
4.72258e+10,6.16941e-30
4.74073e+10,6.11055e-30
4.75895e+10,6.05224e-30
4.77723e+10,5.9945e-30
4.79559e+10,5.9373e-30
4.81401e+10,5.88065e-30
4.83251e+10,5.82454e-30
4.85108e+10,5.76896e-30
4.86972e+10,5.71392e-30
4.88843e+10,5.6594e-30
4.90721e+10,5.6054e-30
4.92607e+10,5.55191e-30
4.94499e+10,5.49894e-30
4.96399e+10,5.44647e-30
4.98307e+10,5.3945e-30
5.00221e+10,5.34303e-30
5.02143e+10,5.29205e-30
5.04073e+10,5.24156e-30
5.0601e+10,5.19154e-30
5.07954e+10,5.14201e-30
5.09906e+10,5.09294e-30
5.11865e+10,5.04435e-30
5.13831e+10,4.99622e-30
5.15806e+10,4.94855e-30
5.17788e+10,4.90133e-30
5.19777e+10,4.85456e-30
5.21774e+10,4.80824e-30
5.23779e+10,4.76237e-30
5.25792e+10,4.71693e-30
5.27812e+10,4.67192e-30
5.2984e+10,4.62734e-30
5.31876e+10,4.58319e-30
5.33919e+10,4.53946e-30
5.35971e+10,4.49614e-30
5.3803e+10,4.45324e-30
5.40098e+10,4.41075e-30
5.42173e+10,4.36867e-30
5.44256e+10,4.32698e-30
5.46347e+10,4.2857e-30
5.48446e+10,4.24481e-30
5.50554e+10,4.2043e-30
5.52669e+10,4.16419e-30
5.54793e+10,4.12445e-30
5.56924e+10,4.0851e-30
5.59064e+10,4.04612e-30
5.61212e+10,4.00752e-30
5.63369e+10,3.96928e-30
5.65533e+10,3.93141e-30
5.67706e+10,3.89389e-30
5.69888e+10,3.85674e-30
5.72077e+10,3.81994e-30
5.74275e+10,3.78349e-30
5.76482e+10,3.74739e-30
5.78697e+10,3.71164e-30
5.8092e+10,3.67622e-30
5.83153e+10,3.64114e-30
5.85393e+10,3.6064e-30
5.87642e+10,3.57199e-30
5.899e+10,3.53791e-30
5.92167e+10,3.50415e-30
5.94442e+10,3.47072e-30
5.96726e+10,3.4376e-30
5.99019e+10,3.4048e-30
6.01321e+10,3.37231e-30
6.03631e+10,3.34014e-30
6.05951e+10,3.30827e-30
6.08279e+10,3.2767e-30
6.10616e+10,3.24543e-30
6.12962e+10,3.21447e-30
6.15317e+10,3.1838e-30
6.17682e+10,3.15342e-30
6.20055e+10,3.12333e-30
6.22437e+10,3.09353e-30
6.24829e+10,3.06401e-30
6.2723e+10,3.03478e-30
6.2964e+10,3.00582e-30
6.32059e+10,2.97714e-30
6.34488e+10,2.94873e-30
6.36925e+10,2.9206e-30
6.39373e+10,2.89273e-30
6.41829e+10,2.86513e-30
6.44296e+10,2.83779e-30
6.46771e+10,2.81071e-30
6.49256e+10,2.7839e-30
6.51751e+10,2.75733e-30
6.54255e+10,2.73102e-30
6.56769e+10,2.70497e-30
6.59292e+10,2.67916e-30
6.61826e+10,2.65359e-30
6.64369e+10,2.62827e-30
6.66921e+10,2.6032e-30
6.69484e+10,2.57836e-30
6.72056e+10,2.55375e-30
6.74638e+10,2.52939e-30
6.77231e+10,2.50525e-30
6.79833e+10,2.48135e-30
6.82445e+10,2.45767e-30
6.85067e+10,2.43422e-30
6.87699e+10,2.411e-30
6.90342e+10,2.38799e-30
6.92994e+10,2.36521e-30
6.95657e+10,2.34264e-30
6.9833e+10,2.32029e-30
7.01013e+10,2.29815e-30
7.03707e+10,2.27622e-30
7.0641e+10,2.2545e-30
7.09125e+10,2.23299e-30
7.11849e+10,2.21168e-30
7.14584e+10,2.19058e-30
7.1733e+10,2.16968e-30
7.20086e+10,2.14898e-30
7.22853e+10,2.12847e-30
7.25631e+10,2.10816e-30
7.28419e+10,2.08805e-30
7.31218e+10,2.06813e-30
7.34027e+10,2.04839e-30
7.36847e+10,2.02885e-30
7.39679e+10,2.00949e-30
7.42521e+10,1.99032e-30
7.45374e+10,1.97132e-30
7.48238e+10,1.95251e-30
7.51113e+10,1.93388e-30
7.53999e+10,1.91543e-30
7.56896e+10,1.89716e-30
